8.130116378156651457e-125,3.985109031623295560e-06,5.869384712878524026e-35,2.691805091122962280e-03,7.466284566003782966e-05,6.341383128112612882e-04,2.223946887540870741e-03,2.494975092763916202e-04,2.062977830752840940e-04,2.998523442568500180e-92,5.504851506669290857e-10,1.990823401954643428e-69,3.974378334568163764e-05,1.278471398100197867e-103,1.519997766295637124e-69,6.421382970875345831e-04,2.613274940410885322e-14,5.009069887519755927e-34,7.464594237267817333e-04,1.369406922613596077e-03,1.347653815670986138e-03,4.172700002323854044e-38,4.498367746034835114e-03,1.042035259376698428e-02,9.267184387810400254e-04,7.382399703692527418e-04,5.699602072016999145e-04,7.170373696479220935e-04,1.547992235124426861e-03,0.000000000000000000e+00
3.207195872866064122e-123,4.568256859321491620e-06,1.824903809335687580e-36,3.667800937354489740e-03,9.646416474503418704e-05,3.309541619953891654e-04,1.137633100916238781e-03,3.747476605215715019e-04,3.603906623062895476e-04,5.023644965057134003e-17,3.797326483256339252e-07,7.332229603966718536e-67,7.611069473599272203e-11,5.426175058350650987e-101,2.047637315919280462e-63,4.489892082242328934e-04,5.639505476589875980e-14,5.912140793048353325e-112,4.403508970861164345e-04,7.167951567932344262e-04,7.275108816796649379e-04,7.837582177688774387e-55,2.253935139584641468e-03,5.295002773456935694e-03,3.820916942530973781e-04,4.420652445719980197e-04,5.919170166335362956e-05,3.253531539336301792e-04,6.862778288240794122e-05,0.000000000000000000e+00
8.237001465271260566e-89,5.731385467195179227e-08,4.168316585553074799e-15,1.637756153471527185e-04,7.271072408492692389e-06,1.515248261637178968e-05,1.533737123494991004e-04,4.897556941240313946e-04,3.105021331775480669e-05,1.112590853470463859e-28,7.373397667472106204e-06,3.264367182863359730e-63,8.200685607288159484e-08,2.751830848409723329e-86,4.965093180772204889e-59,4.247062497581413425e-05,2.503727441211378170e-13,4.939440750127340708e-06,3.282269142469904213e-05,1.140576864251332688e-04,1.370845829417112775e-04,3.035038274806685169e-80,4.076563975002650726e-04,1.036080471844492718e-03,6.221789039758162450e-05,8.859542198337454135e-05,1.607299474782323179e-04,2.859834812310974679e-04,1.357385925446037906e-04,0.000000000000000000e+00
1.475214650956626179e-08,1.973077712970619253e-30,3.536342510351836729e-16,9.768099335445316655e-09,6.900294376507792947e-05,2.668728203758040160e-06,2.914902631658703035e-05,3.977962480973171698e-04,3.727833666921549037e-06,4.165501340480543585e-58,7.858014694535775576e-07,8.306852973389912518e-13,6.934408710416528121e-06,3.399021311266892967e-70,4.037588414885862687e-39,7.059479745059024419e-05,1.237923892926607602e-12,1.245606484644702042e-04,6.032671119252647202e-05,9.797503429358826971e-05,4.411174480828587252e-05,2.419703346594344811e-73,4.268566776605041348e-04,1.305214646944525582e-03,1.347892276068951637e-05,7.488661519794800490e-05,1.913256100694322569e-04,6.333777378270217195e-05,1.278598206288942348e-04,0.000000000000000000e+00
6.834301562340790313e-14,1.216753097564626542e-09,5.192158343849484552e-17,5.062761914298679315e-05,7.150006928688863478e-05,2.822611408048573283e-06,1.364887999353934633e-04,2.098622223052501023e-03,4.751930047136135077e-05,2.601921805141477846e-72,7.729695316539890405e-05,3.052621145771220296e-12,9.177201073224873658e-06,1.933414540636325724e-84,5.237319325997258896e-66,1.067742074655342350e-05,9.101151443629671499e-14,6.225033170362741046e-05,2.827328213896828931e-06,1.948166839240594752e-04,2.113968032739476635e-04,9.543718261456240572e-89,5.226099336702324334e-04,1.418549663040123091e-03,5.022593941340118215e-05,1.162500387725859516e-04,4.629809156860776242e-04,1.987210955653313208e-04,3.181002259082312293e-04,0.000000000000000000e+00
4.767531019174488732e-84,1.628048169042359660e-09,7.311592107895293434e-16,7.542974707799218737e-05,2.685770438041360254e-05,2.404762763773766928e-05,1.977275426658101553e-04,7.382079439251424237e-04,8.920822771446250743e-06,5.157376889802045003e-74,1.209721144835155934e-05,1.359403791632022894e-44,1.968669139677872105e-05,6.812584706859246979e-87,5.737173674899486676e-64,1.354610687648001754e-05,2.145846784756556193e-13,6.209789598278615895e-05,2.235392226995122622e-05,1.857010994015501992e-04,1.992252216112324345e-04,3.447630996928550665e-83,7.305163418112444124e-04,2.013458121924914263e-03,9.296903700022223264e-05,1.667340564600794839e-04,4.784934429117146024e-04,1.021862053368195424e-04,2.058893886919465558e-04,0.000000000000000000e+00
2.403560742189375835e-100,3.168914126573077400e-25,7.008116755072340769e-19,5.706498182659118740e-05,2.845145811378970007e-05,7.382925533814308600e-05,1.705357615311733324e-04,1.819324922482187410e-04,5.091109803726802906e-05,1.563949161712962803e-76,6.273568688583752958e-07,7.729019279365169867e-64,2.379641366630545104e-05,4.022202071291348984e-88,2.059483190038072973e-66,5.893280473820768247e-05,2.083693354479408437e-13,1.582514255793359456e-04,3.354293471312962859e-05,1.840248107596028986e-04,2.016746080422939717e-04,2.795326772738757721e-16,1.114028279151440658e-03,3.375598038236630061e-03,1.120854403591586243e-04,3.024479628580077476e-04,1.681634533669139255e-04,1.072178015565776091e-04,2.418660328660908487e-04,0.000000000000000000e+00
3.258895062991960249e-16,2.539598586398609390e-09,2.841496126634933190e-15,6.745707489434940422e-05,2.519341123833431412e-05,9.655273248499820653e-06,1.227627584591914226e-04,5.524376520283303315e-04,2.594418416800885730e-05,9.719840140517380364e-30,5.041576288790636328e-06,7.517789310328131378e-35,4.035461136717106455e-07,1.443614122189046903e-85,2.850237310416193333e-61,1.537310347231755363e-05,3.869869260693187456e-13,4.346195966226889097e-05,1.735525347874432226e-06,1.180062480142028247e-04,1.281390374217196545e-04,2.470134971159873075e-81,4.669075440335579701e-04,1.276816105121000074e-03,6.364154508196445117e-05,1.117865779342064764e-04,1.173858407975579828e-05,3.725082864816038798e-05,1.520861728804635599e-04,0.000000000000000000e+00
1.061436983160613824e-121,1.390466484371267286e-06,2.104945967583335614e-15,9.950208948513697589e-04,1.153862814675420256e-05,7.596024110117903126e-05,5.441694232474387789e-04,9.742801649129775908e-04,1.439878185505674311e-04,1.850815778000367161e-24,8.554947718590411311e-06,3.077064509059625034e-67,2.971574791559987801e-12,4.959037147869430679e-96,2.554525895965941233e-63,2.111182781885526452e-04,9.921352000473270924e-14,6.109129381077505900e-26,1.725965736341512327e-04,3.572965738651912092e-04,4.053447320639676330e-04,1.085239801719665264e-84,1.165354636478826847e-03,2.763695081095968956e-03,1.963319705921987089e-04,6.604896620424195546e-05,1.074856896780925408e-04,1.860696896208934817e-04,3.140768185974367362e-04,0.000000000000000000e+00
9.582455362324388196e-12,1.495507167015679148e-58,3.758552680279874712e-31,9.145101908487868371e-07,6.444454344854836094e-06,2.062728691206569960e-07,9.867836309989380803e-12,1.461124511178716701e-06,2.709472931854391354e-05,3.746322836042033410e-04,9.211475104942172973e-10,1.873551489058356222e-07,6.632443043834908850e-32,7.851772189237940910e-40,5.361218079997097173e-22,2.679689729231663612e-05,5.991018989199983057e-13,2.452230075286649269e-05,2.090661829940637366e-05,9.815303564611034827e-06,3.573585437951755843e-06,2.242675374721529733e-06,3.616238724988016316e-05,1.757667176055337222e-04,2.619774724439121464e-06,2.720942235350213721e-05,1.285503620889054228e-05,1.315982679947012118e-05,2.401267675563604142e-05,0.000000000000000000e+00
