0.000000000000000000e+00,0.000000000000000000e+00,1.551670538901817054e-05,7.693789484619628638e-06,3.995319639216177166e-05,7.631589227230506367e-08,0.000000000000000000e+00,2.956317257485352457e-05,4.527294368017464876e-05,6.292746547842398286e-06,4.058446393173653632e-06,3.074622509302571416e-05,8.925211295718327165e-05,2.982795558637008071e-05,2.786709956126287580e-05,0.000000000000000000e+00,1.132103807321982458e-05,2.738563307502772659e-05,2.057681558653712273e-05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.291864100494422019e-05,4.156485919337704615e-11,2.167085222026798874e-05,2.913998510626279967e-29,0.000000000000000000e+00,7.154691411415114999e-05,2.561014662205707282e-05,2.495437911420594901e-06,3.999636192020261660e-06,2.236861109849996865e-05,1.442773791495710611e-04,2.004766247409861535e-05,2.399705044808797538e-05,0.000000000000000000e+00,6.980359557928750291e-06,3.822046710411086679e-05,2.357529047003481537e-05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.135427717410493642e-06,4.797437526480154472e-22,1.153943412646185607e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.455902820453047752e-04,1.062933492335105257e-07,1.777994640406177496e-08,1.978247564693447202e-05,2.505734482838306576e-05,2.342605439480394125e-04,1.630097722227219492e-05,2.500232221791520715e-05,0.000000000000000000e+00,5.652163054037373513e-06,7.108962745405733585e-05,7.497300911062476916e-24,3.229935215113169943e-34
1.284215789265630292e-14,0.000000000000000000e+00,1.136255650635575876e-05,1.121270827297848882e-07,9.322101504949387163e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.326958394609391689e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.293767007514016813e-25,1.785628410289064050e-05,1.802593906177207828e-04,0.000000000000000000e+00,1.417170187778538093e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.236383756506256759e-05,5.430078454082831740e-05,0.000000000000000000e+00
7.895948807713337042e-15,0.000000000000000000e+00,1.701334804238285869e-05,2.449765124602187203e-34,2.296124575196234474e-11,0.000000000000000000e+00,0.000000000000000000e+00,1.934611500473693013e-04,0.000000000000000000e+00,1.858547022948187077e-07,8.375830713150664213e-33,5.592375600826926529e-06,1.455870336395867493e-13,0.000000000000000000e+00,8.398657882935367525e-06,0.000000000000000000e+00,7.637908541562481574e-20,2.847512041626032442e-05,4.764355835504829884e-04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.285851587657816708e-05,4.338006148708168095e-32,5.213993063080124557e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.146413560491055250e-04,2.058125937764998525e-05,1.733905537943537451e-35,0.000000000000000000e+00,2.181238596676848829e-05,8.973680814960971475e-05,1.766051141402888845e-33,3.598860757847432978e-06,0.000000000000000000e+00,3.833017229767565898e-21,2.837666579580400139e-05,1.193870848510414362e-04,0.000000000000000000e+00
3.940317675383772001e-34,1.949401303136255592e-05,5.897674327570712194e-06,6.510638922918587923e-05,1.894800152513198555e-05,8.323741619729851598e-34,7.491902109666201988e-41,4.937914854963310063e-05,2.747656546731036542e-10,1.157512633653823286e-05,5.486478403327055275e-05,4.372167950350558385e-06,2.380367914156522602e-05,0.000000000000000000e+00,7.548228040832327679e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.298637238913215697e-05,1.591425534570589662e-04,0.000000000000000000e+00
9.515617579345804195e-20,2.131639398328388779e-08,7.744584763713646680e-06,8.129877824103459716e-05,1.585418358445167542e-04,9.531549854946419487e-11,3.210130525657141354e-14,6.441935269016368524e-19,1.179894528561476938e-16,3.942047754890154465e-08,0.000000000000000000e+00,1.248929675057297572e-05,2.007182956731412560e-05,2.703656795794476828e-22,1.698101760416035185e-19,0.000000000000000000e+00,0.000000000000000000e+00,9.078393304662313312e-06,1.531989400973543525e-04,0.000000000000000000e+00
0.000000000000000000e+00,2.589176336846346962e-25,2.096490061376243830e-05,3.002239509442006238e-06,7.425979129038751125e-05,0.000000000000000000e+00,0.000000000000000000e+00,6.009082426317036152e-05,5.327535291144158691e-06,1.959824203368043527e-06,4.203895392974451213e-45,1.977653846552129835e-05,2.177520218538120389e-05,2.101947696487225606e-44,1.451994557860511525e-20,0.000000000000000000e+00,1.069877433174104553e-11,2.147338273061905056e-05,2.371146547375246882e-04,0.000000000000000000e+00
0.000000000000000000e+00,2.273717291245702654e-05,5.433507774773075304e-16,1.171175881609087810e-05,9.449871140532195568e-05,0.000000000000000000e+00,9.513019904261454940e-06,3.556823543639097628e-24,0.000000000000000000e+00,1.695785249467007816e-05,0.000000000000000000e+00,3.949523033952573314e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.074947998858988285e-03,1.016187525237910450e-05
3.989642020829277712e-20,3.993805148638784885e-05,1.236492597764607404e-14,1.662896283960435539e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.414162384227318892e-40,1.132151883211918175e-04,0.000000000000000000e+00,6.698228844470577314e-06,2.195445648195404331e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.482503193983575329e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.521736066933954135e-05,8.744095684960484505e-04,0.000000000000000000e+00
7.246525001392001286e-06,0.000000000000000000e+00,3.804355856118490919e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.309447223320603371e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.711172008041129496e-21,0.000000000000000000e+00,0.000000000000000000e+00,2.802596928649634142e-45,4.435659502632915974e-05,0.000000000000000000e+00,9.025286118458097917e-08,6.029734868207015097e-05,9.293888579122722149e-04,0.000000000000000000e+00
