0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.556350852169543941e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.592203095555305481e-03,2.353365147200747742e-08,4.694000572092866915e-33,0.000000000000000000e+00,5.605193857299268284e-44,0.000000000000000000e+00,5.364614073187112808e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.104418085786043502e-14,0.000000000000000000e+00,2.552774355780316595e-32,2.309629635419696569e-04,6.631723372265696526e-04,2.572628436610102654e-04,0.000000000000000000e+00,3.673284937633168301e-21,0.000000000000000000e+00,0.000000000000000000e+00,5.985888492432422936e-05,4.197869809577854499e-41,4.081882707396289334e-06,0.000000000000000000e+00,0.000000000000000000e+00,2.427104992149156160e-40,1.452836215776187601e-07,0.000000000000000000e+00,1.385098003083840013e-04,1.859276671893894672e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.772287793457508087e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.605417812243103981e-03,1.570737513247877359e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.409116765587630630e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.964011583477258682e-03,2.505739685148000717e-03,6.848986151819883658e-34,0.000000000000000000e+00,6.385024941667958607e-32,0.000000000000000000e+00,5.270781926810741425e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.027719343091172328e-36,0.000000000000000000e+00,3.937788814599168451e-41,4.557835359093613509e-40,3.418009437154978514e-04,8.855803201868184260e-09,2.588505449239164591e-04,0.000000000000000000e+00,2.553509197929156602e-16,0.000000000000000000e+00,0.000000000000000000e+00,3.645132528617978096e-04,7.204213201472106150e-31,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.563835424662102014e-06,6.983577350183622912e-06,0.000000000000000000e+00,5.295973387546837330e-04,1.663197181187570095e-04,0.000000000000000000e+00,1.542626790751455701e-07,3.381115152374734651e-38,1.563671277835965157e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.470761865377426147e-03,2.961300538117939141e-07
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.228498006807941584e-26,7.585362531244754791e-03,1.155285630375146866e-03,0.000000000000000000e+00,1.732300998086253405e-23,0.000000000000000000e+00,0.000000000000000000e+00,2.298280596733093262e-03,0.000000000000000000e+00,4.874743370836916922e-21,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.434188691996576954e-25,0.000000000000000000e+00,2.083868312183767557e-04,2.090597081405576319e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.717842580750584602e-04,2.279452082048288397e-21,0.000000000000000000e+00,6.507860916826757602e-09,4.394821007736027241e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.642486276106865262e-08,9.204740745422443321e-19,3.647123303007784627e-33,3.335936344228684902e-04,7.557454955531284213e-05,0.000000000000000000e+00,3.600613126764073968e-06,0.000000000000000000e+00,1.285462989471852779e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.035771988332271576e-03,1.442171400412917137e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.493851822578398409e-22,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.103562820702791214e-03,1.140176755143329501e-05,0.000000000000000000e+00,2.092815164937687126e-23,0.000000000000000000e+00,3.018774077645502985e-05,1.451858497603097931e-05,0.000000000000000000e+00,8.771391550004481169e-20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.205950393341481686e-03,0.000000000000000000e+00,4.938238271279260516e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.026647853199392557e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.768378890119493008e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.253363710834426101e-20,4.755898614858314572e-35,2.439043018966913223e-04,1.919886472023790702e-11,0.000000000000000000e+00,0.000000000000000000e+00,8.316247258335351944e-04,1.005716111741314186e-39,8.340397471329197288e-05,0.000000000000000000e+00,0.000000000000000000e+00,7.849820889532566071e-03,2.103662816807627678e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.234634736552834511e-04,3.836006624624133110e-03,1.594355097040534019e-03,0.000000000000000000e+00,5.618328941636718810e-06,0.000000000000000000e+00,1.249753677257103845e-05,5.549369961954653263e-05,0.000000000000000000e+00,3.157110377833965160e-30,9.204701927956193686e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.584810997353561566e-25,0.000000000000000000e+00,1.072717364877462387e-03,0.000000000000000000e+00,1.212370793492699439e-14,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.201422710437327623e-04,5.114739394785582309e-43,0.000000000000000000e+00,0.000000000000000000e+00,6.484106415882706642e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.334179749290144267e-22,0.000000000000000000e+00,6.512497930089011788e-05,3.568412648746743798e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.749589224345982075e-03,1.693329822877436691e-14,5.898287500777366077e-14,0.000000000000000000e+00,0.000000000000000000e+00,5.346423014998435974e-03,6.719388184137642384e-04
0.000000000000000000e+00,0.000000000000000000e+00,5.454410867052755937e-31,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.170243523229146376e-06,6.724254693835973740e-03,6.372416828526183963e-05,0.000000000000000000e+00,4.442080535227432847e-05,0.000000000000000000e+00,4.319346115573327714e-21,2.131676737917587161e-04,0.000000000000000000e+00,5.843346233313020943e-14,6.943975255913059641e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.506114767835242674e-05,0.000000000000000000e+00,3.016129448951687664e-05,3.116857648636494507e-19,0.000000000000000000e+00,0.000000000000000000e+00,2.062910789391025901e-04,7.883359191583590021e-34,0.000000000000000000e+00,0.000000000000000000e+00,1.242549740709364414e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.203473733904968062e-20,0.000000000000000000e+00,4.531703962129540741e-05,2.053432217508088797e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.197781625203788280e-04,0.000000000000000000e+00,2.681692421901971102e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.305459886789321899e-03,2.722082193940877914e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.137553766369819641e-03,6.424062303267419338e-04,0.000000000000000000e+00,6.179726227672443283e-42,0.000000000000000000e+00,2.482778711510036374e-07,1.084562623873353004e-03,0.000000000000000000e+00,8.573096559922243009e-24,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.799373094968359510e-08,0.000000000000000000e+00,1.762522442732006311e-04,6.680127742514694856e-20,1.646194989144079402e-39,0.000000000000000000e+00,3.324188583064824343e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.125562280041808513e-16,1.113384380005300045e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.145603836353984661e-07,1.063596629865718501e-25,1.058102316164877266e-05,2.005353744607418776e-04,1.055599675698556935e-25,0.000000000000000000e+00,6.356018129736185074e-04,8.453932741782190002e-39,6.387738976627588272e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.971708033233880997e-03,1.390488469041883945e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.012395130832952779e-39,0.000000000000000000e+00,0.000000000000000000e+00,8.158776193692826235e-27,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.435221388936042786e-03,2.099059814852921591e-10,0.000000000000000000e+00,6.821301856696493360e-10,0.000000000000000000e+00,8.095753572032907356e-35,4.302308079786598682e-04,0.000000000000000000e+00,2.667497516276040592e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.392497615840574285e-16,0.000000000000000000e+00,9.457803389523178339e-05,8.106353197945281863e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.872656623367220163e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.418033498339354992e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.178269587457975278e-24,2.124088212223557716e-41,2.023848644228110061e-09,1.076350786928179093e-13,1.821519847806543214e-39,0.000000000000000000e+00,9.270771705871538870e-09,0.000000000000000000e+00,1.362069044262170792e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.730255972594022751e-03,3.356352914124727249e-03
8.961405633776205921e-31,2.722601962549687726e-30,5.663940100930631161e-04,0.000000000000000000e+00,1.621528629275699569e-30,4.164888523519039154e-04,4.452589928405359387e-05,0.000000000000000000e+00,0.000000000000000000e+00,7.252336479723453522e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.485688547603785992e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.987874840121654274e-15,0.000000000000000000e+00,1.230977475643157959e-03,2.353151175460289859e-24,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.599800743861123919e-04,0.000000000000000000e+00,4.362652591825065144e-33,1.673532943240077808e-22,0.000000000000000000e+00,4.997622908756873159e-22,0.000000000000000000e+00,1.397899002768099308e-03,4.353381614816923616e-33,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.033402726726643378e-14,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.352059521712362766e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.393116661347448826e-03,6.533940322697162628e-03
1.091041590406405248e-09,2.190372666230344656e-12,2.125549130141735077e-03,0.000000000000000000e+00,2.499694617963399423e-10,3.623669908847659826e-04,1.303151657339185476e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.997361917048692703e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.586073479615151882e-04,0.000000000000000000e+00,0.000000000000000000e+00,9.069291942913468546e-39,0.000000000000000000e+00,2.336270641535520554e-03,1.953019913788123821e-17,8.197701548984825536e-29,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.557066394132561982e-06,0.000000000000000000e+00,9.217466817470289577e-26,0.000000000000000000e+00,0.000000000000000000e+00,6.715183422344173092e-13,0.000000000000000000e+00,1.005708938464522362e-03,0.000000000000000000e+00,3.550942582435231364e-21,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.084882763270684336e-11,0.000000000000000000e+00,0.000000000000000000e+00,2.165186838831801703e-36,0.000000000000000000e+00,0.000000000000000000e+00,3.925620330846868455e-05,9.110536378550561231e-35,0.000000000000000000e+00,5.397936911322176456e-04,6.061703432351350784e-03
